TT_ID,specie,stringType.x,Tref_0,Theat_0,growth,adc_bandgap,nbits,RH,Tair,gzm,gzsd,gym,gysd,gxm,gxsd,Tref_1,Theat_1,StWC,stringType.y,Timestamp,SDate,STime
individuo 4,PP,45,401,406,0,41731,17,45,392,-4110,0,-267,0,-352,0,399,455,9997,49,2023-07-06 18:00:01 UTC,2023-07-06,20:00:01
individuo 4,PP,45,401,407,0,41730,17,45,398,-4111,0,-260,0,-351,0,399,457,10002,49,2023-07-08 18:00:00 UTC,2023-07-08,20:00:00
individuo 4,PP,45,401,407,0,41730,17,51,405,-4110,0,-274,0,-359,0,402,459,9815,49,2023-07-02 14:00:00 UTC,2023-07-02,16:00:00
individuo 4,PP,45,402,407,0,41730,17,45,398,-4110,0,-267,0,-354,0,404,462,9911,49,2023-07-05 16:00:01 UTC,2023-07-05,18:00:01
individuo 4,PP,45,402,410,0,41730,17,45,397,-4110,0,-263,0,-357,0,405,464,9920,49,2023-07-06 16:00:00 UTC,2023-07-06,18:00:00
individuo 4,PP,45,403,408,0,41730,17,49,401,-4109,0,-273,0,-359,0,406,462,9827,49,2023-07-03 14:00:00 UTC,2023-07-03,16:00:00
individuo 4,PP,45,404,405,0,41856,17,47,373,-4110,0,-263,0,-355,0,402,453,10033,49,2023-07-03 19:00:00 UTC,2023-07-03,21:00:00
individuo 4,PP,45,404,411,0,41730,17,50,407,-4110,0,-269,0,-361,0,406,463,9826,49,2023-07-04 15:00:00 UTC,2023-07-04,17:00:00
individuo 4,PP,45,406,411,0,41730,17,46,395,-4110,0,-265,0,-357,0,403,457,9973,49,2023-07-05 18:00:00 UTC,2023-07-05,20:00:00
individuo 4,PP,45,407,407,0,41732,17,47,381,-4109,0,-275,0,-363,0,402,454,10044,49,2023-07-02 19:00:00 UTC,2023-07-02,21:00:00
individuo 4,PP,45,408,418,0,41602,17,49,411,-4109,0,-275,0,-362,0,412,473,9789,49,2023-07-01 16:00:00 UTC,2023-07-01,18:00:00
individuo 4,PP,45,409,422,0,41730,17,47,406,-4110,0,-269,0,-356,0,408,466,9891,49,2023-07-06 17:00:00 UTC,2023-07-06,19:00:00
individuo 4,PP,45,410,413,0,41602,17,49,416,-4109,0,-275,0,-365,0,409,465,9894,49,2023-07-01 18:00:00 UTC,2023-07-01,20:00:00
individuo 4,PP,45,410,416,0,41711,17,50,417,-4110,0,-269,0,-363,0,414,473,9739,49,2023-07-02 15:00:00 UTC,2023-07-02,17:00:00
individuo 4,PP,45,410,422,0,41730,17,47,399,-4113,1,-248,1,-340,1,410,469,9861,49,2023-07-05 17:00:01 UTC,2023-07-05,19:00:01
individuo 4,PP,45,410,426,0,41729,17,46,415,-4110,0,-268,0,-359,0,407,465,9873,49,2023-07-08 17:00:00 UTC,2023-07-08,19:00:00
individuo 4,PP,45,411,422,0,41730,17,48,406,-4110,0,-269,0,-362,0,414,476,9791,49,2023-07-04 16:00:00 UTC,2023-07-04,18:00:00
individuo 4,PP,45,414,418,0,41730,17,48,407,-4110,0,-267,0,-359,0,411,466,9914,49,2023-07-04 18:00:00 UTC,2023-07-04,20:00:00
individuo 4,PP,45,415,422,0,41728,17,50,418,-4110,0,-271,0,-362,0,416,473,9743,49,2023-07-03 15:00:00 UTC,2023-07-03,17:00:00
individuo 4,PP,45,417,428,0,41602,17,50,422,-4110,0,-275,0,-362,0,409,469,9793,49,2023-07-01 17:00:00 UTC,2023-07-01,19:00:00
individuo 4,PP,45,419,423,0,41730,17,48,406,-4110,0,-269,0,-357,0,416,470,9878,49,2023-07-03 18:00:00 UTC,2023-07-03,20:00:00
individuo 4,PP,45,420,430,0,41730,17,49,416,-4110,0,-268,0,-362,0,425,484,9753,49,2023-07-03 16:00:00 UTC,2023-07-03,18:00:00
individuo 4,PP,45,421,432,0,41713,17,49,420,-4109,0,-274,0,-364,0,424,483,9743,49,2023-07-02 16:00:00 UTC,2023-07-02,18:00:00
individuo 4,PP,45,421,432,0,41730,17,49,417,-4111,0,-260,0,-354,0,415,473,9804,49,2023-07-04 17:00:00 UTC,2023-07-04,19:00:00
individuo 4,PP,45,422,426,0,41730,17,49,415,-4110,0,-270,0,-364,0,419,473,9845,49,2023-07-02 18:00:00 UTC,2023-07-02,20:00:00
individuo 4,PP,45,428,438,0,41606,17,50,422,-4111,0,-266,0,-358,0,424,481,9762,49,2023-07-03 17:00:00 UTC,2023-07-03,19:00:00
individuo 4,PP,45,429,441,0,41603,17,50,430,-4110,0,-273,0,-362,0,421,478,9761,49,2023-07-02 17:00:00 UTC,2023-07-02,19:00:00
