"","rango","fit"
"330",842,0.140454262897469
"331",843,0.140634284202882
"332",844,0.140818083192964
"333",845,0.14100571557773
"334",846,0.141197238056535
"335",847,0.141392708345919
"336",848,0.14159218520827
"337",849,0.141795728481327
"338",850,0.142003399108569
"339",851,0.142215259170528
"340",852,0.142431371917021
"341",853,0.142651801800394
"342",854,0.14287661450976
"343",855,0.143105877006303
"344",856,0.143339657559668
"345",857,0.143578025785501
"346",858,0.143821052684154
"347",859,0.144068810680614
"348",860,0.144321373665718
"349",861,0.144578817038663
"350",862,0.144841217750904
"351",863,0.14510865435148
"352",864,0.145381207033787
"353",865,0.145658957683931
"354",866,0.145941989930649
"355",867,0.1462303891969
"356",868,0.146524242753188
"357",869,0.146823639772677
"358",870,0.147128671388179
"359",871,0.147439430751082
"360",872,0.147756013092316
"361",873,0.148078515785413
"362",874,0.148407038411771
"363",875,0.148741682828207
"364",876,0.149082553236888
"365",877,0.149429756257746
"366",878,0.149783401003489
"367",879,0.150143599157295
"368",880,0.150510465053335
"369",881,0.150884115760231
"370",882,0.151264671167563
"371",883,0.151652254075585
"372",884,0.152046990288283
"373",885,0.152449008709896
"374",886,0.152858441445093
"375",887,0.15327542390296
"376",888,0.153700094904927
"377",889,0.154132596796887
"378",890,0.154573075565629
"379",891,0.155021680959833
"380",892,0.155478566615792
"381",893,0.155943890188135
"382",894,0.156417813485735
"383",895,0.156900502613065
"384",896,0.157392128117286
"385",897,0.15789286514129
"386",898,0.158402893583016
"387",899,0.158922398261363
"388",900,0.159451569088953
"389",901,0.159990601252163
"390",902,0.160539695398727
"391",903,0.161099057833296
"392",904,0.161668900721375
"393",905,0.162249442302051
"394",906,0.162840907109931
"395",907,0.163443526206809
"396",908,0.16405753742353
"397",909,0.164683185612589
"398",910,0.165320722912032
"399",911,0.165970409021249
"400",912,0.1666325114893
"401",913,0.167307306016427
"402",914,0.167995076769485
"403",915,0.16869611671204
"404",916,0.169410727949923
"405",917,0.170139222093123
"406",918,0.170881920634901
"407",919,0.17163915534911
"408",920,0.172411268706737
"409",921,0.173198614312774
"410",922,0.17400155736458
"411",923,0.17482047513298
"412",924,0.175655757467435
"413",925,0.176507807326694
"414",926,0.177377041336441
"415",927,0.178263890375586
"416",928,0.179168800192857
"417",929,0.180092232055646
"418",930,0.181034663432995
"419",931,0.181996588714903
"420",932,0.182978519970197
"421",933,0.183980987745426
"422",934,0.185004541907373
"423",935,0.186049752531994
"424",936,0.18711721084283
"425",937,0.188207530202072
"426",938,0.189321347157838
"427",939,0.190459322551353
"428",940,0.1916221426881
"429",941,0.192810520577307
"430",942,0.194025197244455
"431",943,0.195266943121861
"432",944,0.196536559522852
"433",945,0.197834880205426
"434",946,0.199162773031795
"435",947,0.200521141730775
"436",948,0.201910927770516
"437",949,0.203333112349706
"438",950,0.204788718516126
"439",951,0.206278813422145
"440",952,0.20780451072756
"441",953,0.209366973161204
"442",954,0.210967415253665
"443",955,0.212607106254563
"444",956,0.214287373249188
"445",957,0.216009604490504
"446",958,0.217775252964077
"447",959,0.219585840205234
"448",960,0.221442960389446
"449",961,0.223348284719022
"450",962,0.225303566131552
"451",963,0.2273106443579
"452",964,0.229371451360367
"453",965,0.231488017184939
"454",966,0.233662476264698
"455",967,0.235897074215639
"456",968,0.238194175170272
"457",969,0.24055626969942
"458",970,0.242985983377894
"459",971,0.245486086056019
"460",972,0.248059501905802
"461",973,0.250709320318298
"462",974,0.253438807737524
"463",975,0.256251420526242
"464",976,0.259150818970055
"465",977,0.262140882539128
"466",978,0.26522572654131
"467",979,0.268409720316876
"468",980,0.271697507144065
"469",981,0.275094026046073
"470",982,0.278604535714743
"471",983,0.282234640794732
"472",984,0.28599032080435
"473",985,0.289877962006857
"474",986,0.293904392589554
"475",987,0.298076921558177
"476",988,0.302403381812612
"477",989,0.306892177937852
"478",990,0.311552339323692
"479",991,0.316393579319377
"480",992,0.321426361238565
"481",993,0.326661972158322
"482",994,0.332112605607575
"483",995,0.337791454419587
"484",996,0.343712815236774
"485",997,0.349892206410214
"486",998,0.356346501340559
"487",999,0.363094079672402
"488",1000,0.370154999194736
"489",1001,0.377551191832979
"490",1002,0.385306687765962
"491",1003,0.393447872491965
"492",1004,0.402003782636868
"493",1005,0.411006447492292
"494",1006,0.420491284749278
"495",1007,0.430497560733371
"496",1008,0.44106892774888
"497",1009,0.452254054037874
"498",1010,0.464107365527329
"499",1011,0.476689923213846
"500",1012,0.49007046603181
"501",1013,0.50432665680078
"502",1014,0.519546578937013
